# PDM Database Schema Snapshot
# Server: CORP1434-LAP\OPTIMA
# Database: PDM

## Query Batch 1

SchemaName	TableName	ColumnName	DataType	MaxLength	precision	scale	is_nullable
dbo	Dc2corp	FM1_BMVENTFANCTRLCNTR	decimal	17	30	3	True
dbo	Dc2corp	FM1_PROCESSSUITERDYCNTR	decimal	17	30	3	True
dbo	Dc2corp	FM1_BlaineTest	decimal	17	30	3	True
dbo	Dc2corp	FM1_FinenessTest	decimal	17	30	3	True
dbo	Dc2corp	FM1_Blaine	decimal	17	30	3	True
dbo	Dc2corp	FM1_Fineness	decimal	17	30	3	True
dbo	Dc2corp	FM2_BlaineTest	decimal	17	30	3	True
dbo	Dc2corp	FM2_FinenessTest	decimal	17	30	3	True
dbo	Dc2corp	FM2_Blaine	decimal	17	30	3	True
dbo	Dc2corp	FM2_Fineness	decimal	17	30	3	True
dbo	Dc2corp	FM1_BMMotorLoad	decimal	17	30	3	True
dbo	Dc2corp	FM1_RPLoad	decimal	17	30	3	True
dbo	Dc2corp	FM1_BMVentFanLoad	decimal	17	30	3	True
dbo	Dc2corp	FM1_BMSeparatorFanLoad	decimal	17	30	3	True
dbo	Dc2corp	FM1_BMDynamicSeparatorLoad	decimal	17	30	3	True
dbo	Dc2corp	FM1_AveragePowerConsumed	decimal	17	30	3	True
dbo	Dc2corp	FM1_AverageProduction	decimal	17	30	3	True
dbo	Dc2corp	FM1_SpecificPower	decimal	17	30	3	True
dbo	Dc2corp	FM1_ProductionTarget	decimal	17	30	3	True
dbo	Dc2corp	FM1_AveragePowerTarget	decimal	17	30	3	True
dbo	Dc2corp	FM1_TotalProductionTarget	decimal	17	30	3	True
dbo	Dc2corp	FM1_TotalPowerTarget	decimal	17	30	3	True
dbo	Dc2corp	FM1_RunhourTarget	decimal	17	30	3	True
dbo	Dc2corp	FM1_SpecificPowerTarget	decimal	17	30	3	True
dbo	Dc2corp	FM1_BMVentFanCtrlTarget	decimal	17	30	3	True
dbo	Dc2corp	FM2_ProductionTarget	decimal	17	30	3	True
dbo	Dc2corp	FM2_AveragePowerTarget	decimal	17	30	3	True
dbo	Dc2corp	FM2_TotalProductionTarget	decimal	17	30	3	True
dbo	Dc2corp	FM2_TotalPowerTarget	decimal	17	30	3	True
dbo	Dc2corp	FM2_RunhourTarget	decimal	17	30	3	True
dbo	Dc2corp	FM2_SpecificPowerTarget	decimal	17	30	3	True
dbo	Dc2corp	FM2_RPFeedCtrlTarget	decimal	17	30	3	True
dbo	Dc2corp	FM1_TotalProduction	decimal	17	30	3	True
dbo	Dc2corp	FM1_TotalPower	decimal	17	30	3	True
dbo	Dc2corp	FM1_BlaineTarget	decimal	17	30	3	True
dbo	Dc2corp	FM1_TotalProductionType1	decimal	17	30	3	True
dbo	Dc2corp	FM1_TotalPowerType1	decimal	17	30	3	True
dbo	Dc2corp	FM1_BlaineType1	decimal	17	30	3	True
dbo	Dc2corp	FM1_BlaineTargetType1	decimal	17	30	3	True
dbo	Dc2corp	FM1_FinenessType1	decimal	17	30	3	True
dbo	Dc2corp	FM1_AveragePowerConsumedType1	decimal	17	30	3	True
dbo	Dc2corp	FM1_AverageProductionType1	decimal	17	30	3	True
dbo	Dc2corp	FM1_BlaineType1Test	decimal	17	30	3	True
dbo	Dc2corp	FM1_FinenessType1Test	decimal	17	30	3	True
dbo	Dc2corp	FM1_ProductionTargetType1	decimal	17	30	3	True
dbo	Dc2corp	AveragePowerTargetType1	decimal	17	30	3	True
dbo	Dc2corp	FM1_TotalProductionTargetType1	decimal	17	30	3	True
dbo	Dc2corp	FM1_TotalPowerTargetType1	decimal	17	30	3	True
dbo	Dc2corp	FM1_SpecificPowerTargetType1	decimal	17	30	3	True
dbo	Dc2corp	FM2_ProductionTargetType1	decimal	17	30	3	True
dbo	Dc2corp	FM2_AveragePowerTargetType1	decimal	17	30	3	True
dbo	Dc2corp	FM2_TotalProductionTargetType1	decimal	17	30	3	True
dbo	Dc2corp	FM2_TotalPowerTargetType1	decimal	17	30	3	True
dbo	Dc2corp	FM2_SpecificPowerTargetType1	decimal	17	30	3	True
dbo	Dc2corp	FM2_AverageProductionType1	decimal	17	30	3	True
dbo	Dc2corp	FM2_TotalProductionType1	decimal	17	30	3	True
dbo	Dc2corp	FM2_AveragePowerType1	decimal	17	30	3	True
dbo	Dc2corp	FM2_TotalPowerType1	decimal	17	30	3	True
dbo	Dc2corp	FM2_BlaineType1	decimal	17	30	3	True
dbo	Dc2corp	FM2_FinenessType1	decimal	17	30	3	True
dbo	Dc2corp	FM2_BlaineType1Test	decimal	17	30	3	True
dbo	Dc2corp	FM2_FinenessType1Test	decimal	17	30	3	True
dbo	Dc2corp	FM2_BlaineTarget	decimal	17	30	3	True
dbo	Dc2corp	FM2_FinenessTarget	decimal	17	30	3	True
dbo	Dc2corp	FM1_Type1GradeSelection	decimal	17	30	3	True
dbo	Dc2corp	FM1_Type1TGradeSelection	decimal	17	30	3	True
dbo	Dc2corp	FM1_FinenessTargetType1	decimal	17	30	3	True
dbo	Dc2corp	FM1_FinenessTarget	decimal	17	30	3	True
dbo	Dc2Day	DateAndTime	datetime	8	23	3	False
dbo	Dc2Day	FM1_Sounding	decimal	17	30	3	True
dbo	Dc2Day	FM1_InletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM1_OutletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM1_BagFilterFanOutletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM1_DynamicSeparatorInletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM1_CycloneInletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM1_CycloneOutletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM1_SeparatorInletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM1_SeparatorOutletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM1_BagFilterInletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM1_BagFilterOutletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM1_OutletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM1_MaterialOutletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM1_DynamicSeparatorInletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM1_DynamicSeparatorOutletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM1_CycloneOutletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM1_SeparatorInletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM1_SeparatorOutletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM1_FilterFanDamper	decimal	17	30	3	True
dbo	Dc2Day	FM1_SystemFanDamper	decimal	17	30	3	True
dbo	Dc2Day	FM1_FreshAirDamper	decimal	17	30	3	True
dbo	Dc2Day	FM1_DynamicSeparatorSP	decimal	17	30	3	True
dbo	Dc2Day	FM1_DynamicSeparatorFB	decimal	17	30	3	True
dbo	Dc2Day	FM1_SeparatorReject	decimal	17	30	3	True
dbo	Dc2Day	FM1_RP_BucketElevator1Current	decimal	17	30	3	True
dbo	Dc2Day	FM1_RP_BucketElevator2Current	decimal	17	30	3	True
dbo	Dc2Day	FM1_Mill_BucketElevatorCurrent	decimal	17	30	3	True
dbo	Dc2Day	FM1_Product_BucketElevatorCurrent	decimal	17	30	3	True
dbo	Dc2Day	FM1_BagFilterFanCurrent	decimal	17	30	3	True
dbo	Dc2Day	FM1_DynamicSeparatorCurrent	decimal	17	30	3	True
dbo	Dc2Day	FM1_DifferentialDisplacement	decimal	17	30	3	True
dbo	Dc2Day	FM1_RPRightSidePressure	decimal	17	30	3	True
dbo	Dc2Day	FM1_RPLeftSidePressure	decimal	17	30	3	True
dbo	Dc2Day	FM1_RPRightDisplacement	decimal	17	30	3	True
dbo	Dc2Day	FM1_RPLeftDisplacement	decimal	17	30	3	True
dbo	Dc2Day	FM1_RPFixedRollerCurrent	decimal	17	30	3	True
dbo	Dc2Day	FM1_RPMovableRollerCurrent	decimal	17	30	3	True
dbo	Dc2Day	FM1_MotorWindingTempR	decimal	17	30	3	True
dbo	Dc2Day	FM1_MotorWindingTempS	decimal	17	30	3	True
dbo	Dc2Day	FM1_MotorWindingTempT	decimal	17	30	3	True
dbo	Dc2Day	FM1_MotorWindingTempMS	decimal	17	30	3	True
dbo	Dc2Day	FM1_MotorWindingTempFS	decimal	17	30	3	True
dbo	Dc2Day	FM1_SystemFanTempMS	decimal	17	30	3	True
dbo	Dc2Day	FM1_SystemFanTempFS	decimal	17	30	3	True
dbo	Dc2Day	FM1_MotorBearingTemp1	decimal	17	30	3	True
dbo	Dc2Day	FM1_MotorBearingTemp7	decimal	17	30	3	True
dbo	Dc2Day	FM1_MotorBearingTemp8	decimal	17	30	3	True
dbo	Dc2Day	FM1_MotorBearingTemp10	decimal	17	30	3	True
dbo	Dc2Day	FM1_MotorBearingTemp14	decimal	17	30	3	True
dbo	Dc2Day	FM1_MotorBearingTemp15	decimal	17	30	3	True
dbo	Dc2Day	FM1_MotorBearingTemp16	decimal	17	30	3	True
dbo	Dc2Day	FM1_FreshFeed	decimal	17	30	3	True
dbo	Dc2Day	FM1_ClinkerConsumptionTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM1_PozzConsumptionTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM1_LSTConsumptionTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM1_NatGypConsumptionTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM1_SynGypConsumptionTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM1_FlyashTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM1_LimestoneTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM1_LowCarbonFlyashTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM1_T1_FreshFeed	decimal	17	30	3	True
dbo	Dc2Day	FM1_T1_ClinkerConsumptionTot	decimal	17	30	3	True
dbo	Dc2Day	FM1_T1_LSTConsumptionTot	decimal	17	30	3	True
dbo	Dc2Day	FM1_T1_NatGysConsumptionTot	decimal	17	30	3	True
dbo	Dc2Day	FM2_Sounding	decimal	17	30	3	True
dbo	Dc2Day	FM2_SeparatorInletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM2_SeparatorOutletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM2_CycloneOutletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM2_InletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM2_OutletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM2_BagFilterFanOutletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM2_Separator1Pressure	decimal	17	30	3	True
dbo	Dc2Day	FM2_Separator2Pressure	decimal	17	30	3	True
dbo	Dc2Day	FM2_BagFilterInletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM2_BagFilterOutletPressure	decimal	17	30	3	True
dbo	Dc2Day	FM2_SeparatorInletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM2_SeparatorOutletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM2_CycloneOutletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM2_MaterialOutletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM2_OutletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM2_DustCollectorOutletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM2_BagFilterInletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM2_BagFilterOutletTemp	decimal	17	30	3	True
dbo	Dc2Day	FM2_DynamicSeparatorUpperBearingTemp	decimal	17	30	3	True
dbo	Dc2Day	FM2_DynamicSeparatorLowerBearingTemp	decimal	17	30	3	True
dbo	Dc2Day	FM2_32ADamper	decimal	17	30	3	True
dbo	Dc2Day	FM2_30ADamper	decimal	17	30	3	True
dbo	Dc2Day	FM2_69Damper	decimal	17	30	3	True
dbo	Dc2Day	FM2_75ADamper	decimal	17	30	3	True
dbo	Dc2Day	FM2_70Damper	decimal	17	30	3	True
dbo	Dc2Day	FM2_DynamicSeparatorSP	decimal	17	30	3	True
dbo	Dc2Day	FM2_DynamicSeparatorFB	decimal	17	30	3	True
dbo	Dc2Day	FM2_SeparatorReject	decimal	17	30	3	True
dbo	Dc2Day	FM2_SeparatorCurrent	decimal	17	30	3	True
dbo	Dc2Day	FM2_BagFilterFanCurrent	decimal	17	30	3	True
dbo	Dc2Day	FM2_RPBucketElevatorCurrent	decimal	17	30	3	True
dbo	Dc2Day	FM2_MillBucketElevatorCurrent	decimal	17	30	3	True
dbo	Dc2Day	FM2_ProductBucketElevatorCurrent	decimal	17	30	3	True
dbo	Dc2Day	FM2_RP_FixedRollerCurrent	decimal	17	30	3	True
dbo	Dc2Day	FM2_RP_MovableRollerCurrent	decimal	17	30	3	True
dbo	Dc2Day	FM2_RP_RightDisplacement	decimal	17	30	3	True
dbo	Dc2Day	FM2_RP_LeftDisplacement	decimal	17	30	3	True
dbo	Dc2Day	FM2_RP_RightSidePressure	decimal	17	30	3	True
dbo	Dc2Day	FM2_RP_LeftSidePressure	decimal	17	30	3	True
dbo	Dc2Day	FM2_RP_BinWeight	decimal	17	30	3	True
dbo	Dc2Day	FM2_MotorWindTempR	decimal	17	30	3	True
dbo	Dc2Day	FM2_MotorWindTempS	decimal	17	30	3	True
dbo	Dc2Day	FM2_MotorWindTempT	decimal	17	30	3	True
dbo	Dc2Day	FM2_MotorWindTempMS	decimal	17	30	3	True
dbo	Dc2Day	FM2_MotorWindTempFS	decimal	17	30	3	True
dbo	Dc2Day	FM2_SystemFanTempMS	decimal	17	30	3	True
dbo	Dc2Day	FM2_SystemFanTempFS	decimal	17	30	3	True
dbo	Dc2Day	FM2_SystemFanVibMS	decimal	17	30	3	True
dbo	Dc2Day	FM2_SystemFanVibFS	decimal	17	30	3	True
dbo	Dc2Day	FM2_T1P_FreshFeed	decimal	17	30	3	True
dbo	Dc2Day	FM2_T1P_ClinkerTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM2_T1P_Clinker2Totalizer	decimal	17	30	3	True
dbo	Dc2Day	FM2_T1P_PozzolanaTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM2_T1P_LSTTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM2_T1P_NaturalGypsumTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM2_T1P_SyntheticGypsumTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM2_T1_FreshFeed	decimal	17	30	3	True
dbo	Dc2Day	FM2_T1_ClinkerTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM2_T1_Clinker2Totalizer	decimal	17	30	3	True
dbo	Dc2Day	FM2_T1_LSTTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM2_T1_NaturalGypsumTotalizer	decimal	17	30	3	True
dbo	Dc2Day	FM1_1483_Damper	decimal	17	30	3	True
dbo	Dc2Day	FM1_1484_Damper	decimal	17	30	3	True
dbo	Dc2Day	FM1_1482_SystemFanDamper	decimal	17	30	3	True
dbo	Dc2Day	FM2_AverageProduction	decimal	17	30	3	True
dbo	Dc2Day	FM2_BM_MotorPower	decimal	17	30	3	True
dbo	Dc2Day	FM2_RP_MotorPower	decimal	17	30	3	True
dbo	Dc2Day	FM2_BM_VentFanPower	decimal	17	30	3	True
dbo	Dc2Day	FM2_BM_SeparatorFanPower	decimal	17	30	3	True
dbo	Dc2Day	FM2_BM_DynamicSeparatorPower	decimal	17	30	3	True
dbo	Dc2Day	FM2_RP_VSeparatorFanPower	decimal	17	30	3	True
dbo	Dc2Day	FM2_AveragePowerConsumed	decimal	17	30	3	True
dbo	Dc2Day	FM2_TotalProduction	decimal	17	30	3	True
dbo	Dc2Day	FM2_TotalPowerConsumed	decimal	17	30	3	True
dbo	Dc2Day	FM2_SpecificPower	decimal	17	30	3	True
dbo	Dc2Day	FM1_GradeSelection	decimal	17	30	3	True
dbo	Dc2Day	FM2_GradeSelection	decimal	17	30	3	True
dbo	Dc2Day	FM1_MillMotorRun	decimal	17	30	1	True
dbo	Dc2Day	FM2_MillMotorRun	decimal	17	30	1	True
dbo	Dc2Day	FM2_RPFEEDCTRLCNTR	decimal	17	30	3	True
dbo	Dc2Day	FM2_RPFEEDGATECTRLCNTR	decimal	17	30	3	True
dbo	Dc2Day	FM2_BMFEEDCTRLCNTR	decimal	17	30	3	True
dbo	Dc2Day	FM2_QUALITYCTRLCNTR	decimal	17	30	3	True
dbo	Dc2Day	FM2_SYSTEMFANCTRLCNTR	decimal	17	30	3	True
dbo	Dc2Day	FM2_BMVENTFANCTRLCNTR	decimal	17	30	3	True
dbo	Dc2Day	FM2_ProcessSuiteReadyCntr	decimal	17	30	3	True
dbo	Dc2Day	FM2_RPFeedControl	decimal	17	30	3	True
dbo	Dc2Day	FM2_RPFeedGateControl	decimal	17	30	3	True
dbo	Dc2Day	FM2_BMFeedControl	decimal	17	30	3	True
dbo	Dc2Day	FM2_QualityControl	decimal	17	30	3	True
dbo	Dc2Day	FM2_SystemFanControl	decimal	17	30	3	True
dbo	Dc2Day	FM2_BMVentFanControl	decimal	17	30	3	True
dbo	Dc2Day	FM1_RPFEEDCTRLCNTR	decimal	17	30	3	True
dbo	Dc2Day	FM1_RPFEEDGATECTRLCNTR	decimal	17	30	3	True
dbo	Dc2Day	FM1_BMFEEDCTRLCNTR	decimal	17	30	3	True
dbo	Dc2Day	FM1_QUALITYCTRLCNTR	decimal	17	30	3	True
dbo	Dc2Day	FM1_SYSFANCTRLCNTR	decimal	17	30	3	True
dbo	Dc2Day	FM1_BMVENTFANCTRLCNTR	decimal	17	30	3	True
dbo	Dc2Day	FM1_PROCESSSUITERDYCNTR	decimal	17	30	3	True
dbo	Dc2Day	FM1_BlaineTest	decimal	17	30	3	True
dbo	Dc2Day	FM1_FinenessTest	decimal	17	30	3	True
dbo	Dc2Day	FM1_Blaine	decimal	17	30	3	True
dbo	Dc2Day	FM1_Fineness	decimal	17	30	3	True
dbo	Dc2Day	FM2_BlaineTest	decimal	17	30	3	True
dbo	Dc2Day	FM2_FinenessTest	decimal	17	30	3	True
dbo	Dc2Day	FM2_Blaine	decimal	17	30	3	True
dbo	Dc2Day	FM2_Fineness	decimal	17	30	3	True
dbo	Dc2Day	FM1_BMMotorLoad	decimal	17	30	3	True
dbo	Dc2Day	FM1_RPLoad	decimal	17	30	3	True
dbo	Dc2Day	FM1_BMVentFanLoad	decimal	17	30	3	True
dbo	Dc2Day	FM1_BMSeparatorFanLoad	decimal	17	30	3	True
dbo	Dc2Day	FM1_BMDynamicSeparatorLoad	decimal	17	30	3	True
dbo	Dc2Day	FM1_AveragePowerConsumed	decimal	17	30	3	True
dbo	Dc2Day	FM1_AverageProduction	decimal	17	30	3	True
dbo	Dc2Day	FM1_SpecificPower	decimal	17	30	3	True
dbo	Dc2Day	FM1_ProductionTarget	decimal	17	30	3	True
dbo	Dc2Day	FM1_AveragePowerTarget	decimal	17	30	3	True
dbo	Dc2Day	FM1_TotalProductionTarget	decimal	17	30	3	True
dbo	Dc2Day	FM1_TotalPowerTarget	decimal	17	30	3	True
dbo	Dc2Day	FM1_RunhourTarget	decimal	17	30	3	True
dbo	Dc2Day	FM1_SpecificPowerTarget	decimal	17	30	3	True
dbo	Dc2Day	FM1_BMVentFanCtrlTarget	decimal	17	30	3	True
dbo	Dc2Day	FM2_ProductionTarget	decimal	17	30	3	True
dbo	Dc2Day	FM2_AveragePowerTarget	decimal	17	30	3	True
dbo	Dc2Day	FM2_TotalProductionTarget	decimal	17	30	3	True
dbo	Dc2Day	FM2_TotalPowerTarget	decimal	17	30	3	True
dbo	Dc2Day	FM2_RunhourTarget	decimal	17	30	3	True
dbo	Dc2Day	FM2_SpecificPowerTarget	decimal	17	30	3	True
dbo	Dc2Day	FM2_RPFeedCtrlTarget	decimal	17	30	3	True
dbo	Dc2Day	dateandtime1	datetime	8	23	3	True
dbo	Dc2Day	FM1_TotalProduction	decimal	17	30	3	True
dbo	Dc2Day	FM1_TotalPower	decimal	17	30	3	True
dbo	Dc2Day	FM1_BlaineTarget	decimal	17	30	3	True
dbo	Dc2Day	FM1_TotalProductionType1	decimal	17	30	3	True
dbo	Dc2Day	FM1_TotalPowerType1	decimal	17	30	3	True
dbo	Dc2Day	FM1_BlaineType1	decimal	17	30	3	True
dbo	Dc2Day	FM1_BlaineTargetType1	decimal	17	30	3	True
dbo	Dc2Day	FM1_FinenessType1	decimal	17	30	3	True
dbo	Dc2Day	FM1_AveragePowerConsumedType1	decimal	17	30	3	True
dbo	Dc2Day	FM1_AverageProductionType1	decimal	17	30	3	True
dbo	Dc2Day	FM1_BlaineType1Test	decimal	17	30	3	True
dbo	Dc2Day	FM1_FinenessType1Test	decimal	17	30	3	True
dbo	Dc2Day	FM1_ProductionTargetType1	decimal	17	30	3	True
dbo	Dc2Day	AveragePowerTargetType1	decimal	17	30	3	True
dbo	Dc2Day	FM1_TotalProductionTargetType1	decimal	17	30	3	True
dbo	Dc2Day	FM1_TotalPowerTargetType1	decimal	17	30	3	True
dbo	Dc2Day	FM1_SpecificPowerTargetType1	decimal	17	30	3	True
dbo	Dc2Day	FM2_ProductionTargetType1	decimal	17	30	3	True
dbo	Dc2Day	FM2_AveragePowerTargetType1	decimal	17	30	3	True
dbo	Dc2Day	FM2_TotalProductionTargetType1	decimal	17	30	3	True
dbo	Dc2Day	FM2_TotalPowerTargetType1	decimal	17	30	3	True
dbo	Dc2Day	FM2_SpecificPowerTargetType1	decimal	17	30	3	True
dbo	Dc2Day	FM2_AverageProductionType1	decimal	17	30	3	True
dbo	Dc2Day	FM2_TotalProductionType1	decimal	17	30	3	True
dbo	Dc2Day	FM2_AveragePowerType1	decimal	17	30	3	True
dbo	Dc2Day	FM2_TotalPowerType1	decimal	17	30	3	True
dbo	Dc2Day	FM2_BlaineType1	decimal	17	30	3	True
dbo	Dc2Day	FM2_FinenessType1	decimal	17	30	3	True
dbo	Dc2Day	FM2_BlaineType1Test	decimal	17	30	3	True
dbo	Dc2Day	FM2_FinenessType1Test	decimal	17	30	3	True
dbo	Dc2Day	FM2_BlaineTarget	decimal	17	30	3	True
dbo	Dc2Day	FM2_FinenessTarget	decimal	17	30	3	True
dbo	Dc2Day	FM1_Type1GradeSelection	decimal	17	30	3	True
dbo	Dc2Day	FM1_Type1TGradeSelection	decimal	17	30	3	True
dbo	Dc2Day	FM1_FinenessTargetType1	decimal	17	30	3	True
dbo	Dc2Day	FM1_FinenessTarget	decimal	17	30	3	True
dbo	Dc2Fin	DateAndTime	datetime	8	23	3	False
dbo	Dc2Fin	FM1_Sounding	decimal	17	30	3	True
dbo	Dc2Fin	FM1_InletPressure	decimal	17	30	3	True
dbo	Dc2Fin	FM1_OutletPressure	decimal	17	30	3	True
dbo	Dc2Fin	FM1_BagFilterFanOutletPressure	decimal	17	30	3	True
dbo	Dc2Fin	FM1_DynamicSeparatorInletPressure	decimal	17	30	3	True
dbo	Dc2Fin	FM1_CycloneInletPressure	decimal	17	30	3	True
dbo	Dc2Fin	FM1_CycloneOutletPressure	decimal	17	30	3	True
dbo	Dc2Fin	FM1_SeparatorInletPressure	decimal	17	30	3	True
dbo	Dc2Fin	FM1_SeparatorOutletPressure	decimal	17	30	3	True
dbo	Dc2Fin	FM1_BagFilterInletPressure	decimal	17	30	3	True
dbo	Dc2Fin	FM1_BagFilterOutletPressure	decimal	17	30	3	True
dbo	Dc2Fin	FM1_OutletTemp	decimal	17	30	3	True
dbo	Dc2Fin	FM1_MaterialOutletTemp	decimal	17	30	3	True
dbo	Dc2Fin	FM1_DynamicSeparatorInletTemp	decimal	17	30	3	True
dbo	Dc2Fin	FM1_DynamicSeparatorOutletTemp	decimal	17	30	3	True
dbo	Dc2Fin	FM1_CycloneOutletTemp	decimal	17	30	3	True
dbo	Dc2Fin	FM1_SeparatorInletTemp	decimal	17	30	3	True
dbo	Dc2Fin	FM1_SeparatorOutletTemp	decimal	17	30	3	True
dbo	Dc2Fin	FM1_FilterFanDamper	decimal	17	30	3	True
dbo	Dc2Fin	FM1_SystemFanDamper	decimal	17	30	3	True
dbo	Dc2Fin	FM1_FreshAirDamper	decimal	17	30	3	True
dbo	Dc2Fin	FM1_DynamicSeparatorSP	decimal	17	30	3	True
dbo	Dc2Fin	FM1_DynamicSeparatorFB	decimal	17	30	3	True
dbo	Dc2Fin	FM1_SeparatorReject	decimal	17	30	3	True
dbo	Dc2Fin	FM1_RP_BucketElevator1Current	decimal	17	30	3	True
dbo	Dc2Fin	FM1_RP_BucketElevator2Current	decimal	17	30	3	True
dbo	Dc2Fin	FM1_Mill_BucketElevatorCurrent	decimal	17	30	3	True
dbo	Dc2Fin	FM1_Product_BucketElevatorCurrent	decimal	17	30	3	True
dbo	Dc2Fin	FM1_BagFilterFanCurrent	decimal	17	30	3	True
dbo	Dc2Fin	FM1_DynamicSeparatorCurrent	decimal	17	30	3	True
dbo	Dc2Fin	FM1_DifferentialDisplacement	decimal	17	30	3	True
dbo	Dc2Fin	FM1_RPRightSidePressure	decimal	17	30	3	True
dbo	Dc2Fin	FM1_RPLeftSidePressure	decimal	17	30	3	True
dbo	Dc2Fin	FM1_RPRightDisplacement	decimal	17	30	3	True
dbo	Dc2Fin	FM1_RPLeftDisplacement	decimal	17	30	3	True
dbo	Dc2Fin	FM1_RPFixedRollerCurrent	decimal	17	30	3	True
dbo	Dc2Fin	FM1_RPMovableRollerCurrent	decimal	17	30	3	True
dbo	Dc2Fin	FM1_MotorWindingTempR	decimal	17	30	3	True
dbo	Dc2Fin	FM1_MotorWindingTempS	decimal	17	30	3	True
dbo	Dc2Fin	FM1_MotorWindingTempT	decimal	17	30	3	True
dbo	Dc2Fin	FM1_MotorWindingTempMS	decimal	17	30	3	True
dbo	Dc2Fin	FM1_MotorWindingTempFS	decimal	17	30	3	True
dbo	Dc2Fin	FM1_SystemFanTempMS	decimal	17	30	3	True
dbo	Dc2Fin	FM1_SystemFanTempFS	decimal	17	30	3	True
dbo	Dc2Fin	FM1_MotorBearingTemp1	decimal	17	30	3	True
dbo	Dc2Fin	FM1_MotorBearingTemp7	decimal	17	30	3	True
dbo	Dc2Fin	FM1_MotorBearingTemp8	decimal	17	30	3	True
dbo	Dc2Fin	FM1_MotorBearingTemp10	decimal	17	30	3	True
dbo	Dc2Fin	FM1_MotorBearingTemp14	decimal	17	30	3	True
dbo	Dc2Fin	FM1_MotorBearingTemp15	decimal	17	30	3	True
dbo	Dc2Fin	FM1_MotorBearingTemp16	decimal	17	30	3	True
dbo	Dc2Fin	FM1_FreshFeed	decimal	17	30	3	True
dbo	Dc2Fin	FM1_ClinkerConsumptionTotalizer	decimal	17	30	3	True
dbo	Dc2Fin	FM1_PozzConsumptionTotalizer	decimal	17	30	3	True
dbo	Dc2Fin	FM1_LSTConsumptionTotalizer	decimal	17	30	3	True
dbo	Dc2Fin	FM1_NatGypConsumptionTotalizer	decimal	17	30	3	True
dbo	Dc2Fin	FM1_SynGypConsumptionTotalizer	decimal	17	30	3	True
dbo	Dc2Fin	FM1_FlyashTotalizer	decimal	17	30	3	True
dbo	Dc2Fin	FM1_LimestoneTotalizer	decimal	17	30	3	True
dbo	Dc2Fin	FM1_LowCarbonFlyashTotalizer	decimal	17	30	3	True
dbo	Dc2Fin	FM1_T1_FreshFeed	decimal	17	30	3	True
dbo	Dc2Fin	FM1_T1_ClinkerConsumptionTot	decimal	17	30	3	True
dbo	Dc2Fin	FM1_T1_LSTConsumptionTot	decimal	17	30	3	True
dbo	Dc2Fin	FM1_T1_NatGysConsumptionTot	decimal	17	30	3	True
dbo	Dc2Fin	FM2_Sounding	decimal	17	30	3	True
dbo	Dc2Fin	FM2_SeparatorInletPressure	decimal	17	30	3	True
dbo	Dc2Fin	FM2_SeparatorOutletPressure	decimal	17	30	3	True
